Unnamed: 0,URL,Grade Accepted,Bank,Product,Proxy Used,Status,Clear Conditions,Polite Employee,Availability,Convenience,City,Date,Review,Grade,sentiment,NEUTRAL,POSITIVE,NEGATIVE
3681,https://www.banki.ru/services/responses/bank/response/12627583,False,Банк Русский,кредиты,False,good,3,3,3,3,Тверь (Тверская область),14.10.2025 14:15,"Обратился в отделение банка Русский Стандарт в Твери на проспеКт Победы, д11 за информацией по кредиту  Меня обслуживала девушка Я*** Екатерина, очень ответственный и привлекательный сотрудник . всегда обращаюсь к ней , помогает мне по всем вопросам на этот раз я менял дату платежа , все очень подррбно рассказала , рассчитала следующие платежи . спасибо , что есть такой сотрудник  ",5,POSITIVE,0.0154970744624733,0.980799674987793,0.0037032202817499
3683,https://www.banki.ru/services/responses/bank/response/12627585,False,Банк Русский,кредиты,False,good,3,3,3,3,Стерлитамак,14.10.2025 14:15,"Обслуживалась сегодня 14.10.2025 в отделении банка русский стандарт в стерлитамаке по адресу худайбердина 19 а. Помогли подобрать отличные условия по потребительскому кредиту с удобным платежом и хорошей процентной ставкой. Благодарю офис за быструю помощь, пользуюсь услугами банка уже очень давно, всегда все идеально. Благодарю менеджера Екатерину  ",5,POSITIVE,0.0155756203457713,0.980701208114624,0.0037231524474918
3684,https://www.banki.ru/services/responses/bank/response/12627586,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Барнаул (Алтайский край),14.10.2025 14:15,"12 января 2024 года, я совершал много переводов через сбп и у меня стало много вопросов, как это работает? И могу ли я вернуть деньги с таких переводов? Сотрудник альфабанка, Дмитрий, мне помог с этим разобраться, очень быстро, в течении 5 минут и дал совет. Спасибо за оперативность и заботу о клиентах. ",0,POSITIVE,0.0419868044555187,0.9469131827354432,0.0111000351607799
3685,https://www.banki.ru/services/responses/bank/response/12627587,False,Альфа-Банк,все продукты,False,good,3,3,3,3,Ставрополь (Ставропольский край),14.10.2025 14:15,"Добрый день, 07 октября 2025 я обратилась в чат банка с решением вопроса Деньги Вам и друзьям, очень быстро и легко получилось составить обращение, прям пошагово отвечая на вопросы, что очень удивило и понравилось, и уже 10 октября 2025 поступил положительный ответ на мое обращение.
В ответе на обращение все четко, понятно, очень понравились все этапы, начиная с составления обоащения и ответ!!! Спасибо огромное!!! ",5,POSITIVE,0.0149925677105784,0.9814304709434508,0.0035769999958574
3686,https://www.banki.ru/services/responses/bank/response/12627588,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Санкт-Петербург,14.10.2025 14:15,"Я обратился в подержку,для того чтобы узнать как моюжно убрать плату за карту мне показали как зайти и узнать условия карты Онлайн-чат Альфа-Банка – это полезный инструмент для оперативной связи со службой поддержки и решения простых вопросов. Однако, есть над чем работать в плане повышения компетентности операторов, индивидуального подхода к клиентам и расширения функциональных возможностей. В целом, чат оставляет положительное впечатление, но потенциал для улучшения безусловно есть. Я рекомендую его использовать для решения оперативных вопросов, но в сложных ситуациях все же советую обращаться в отделение или на горячую линию. ",5,POSITIVE,0.0360504575073719,0.9543684124946594,0.0095810629427433
3687,https://www.banki.ru/services/responses/bank/response/12627589,False,Яндекс Банк,все продукты,False,good,1,1,1,1,Архангельск (Архангельская область),14.10.2025 14:16,"Полдня не могу оплатить ни одной из карт альфа-банка на Яндекс.маркете. Яндекс.Маркет и альфа-банк обещают скидку при оплате Альфа картой не через сбп а напрямую.  Напрямую постоянно выдаёт ошибку, типа ваш банк отклонил платёж.  Звонил в альфа-банк альфа-банк говорит что с их стороны всё нормально обращайтесь в Яндекс.Маркет. Звоню в Яндекс.Маркет Яндекс.Маркет говорит что с их стороны всё нормально обращайтесь в альфа-банк Таким образом обещанную скидку при оплате альфа-банком в 1.000 руб от яндекс.маркета Я не получил. ",0,NEGATIVE,0.1809079498052597,0.0678796470165252,0.7512123584747314
3688,https://www.banki.ru/services/responses/bank/response/12627590,False,Альфа-Банк,все продукты,False,good,3,3,3,3,Орехово-Зуево,14.10.2025 14:16,Была детская карта. Когда исполнилось 14 лет карта заблокировалась. Написали в поддержку прям на сайте банка. Проблему решили очень быстро. Операторы помогли и подсказали что надо делать. Сделали всё дистанционно и оперативно. Очень удобно что не нужно никуда ходить. Теперь хожу и пользуюсь с удовольствием! ,5,POSITIVE,0.015043287537992,0.9813671708106996,0.0035895036999136
3689,https://www.banki.ru/services/responses/bank/response/12627591,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Иркутск (Иркутская область),14.10.2025 14:16,"9 октября с 17:00 до 19:00 ко мне должен был приехать представитель банка. В 17:31 мне позвонил 2 раза представитель Дмитрий, но я не взял трубку, пытался сам дозвониться- но дмитрий не отвечал. Написал в онлайн чат- мне ответила сотрудница Оксана. Она помогла мне изменить дату и время доставки карты. Оксана была очень вежливая и приветливая в общении. На данный момент могу порекомендовать альфа банк как надёжный банк, с быстрой и вежливой поддержкой ",5,POSITIVE,0.0189736522734165,0.9764076471328736,0.0046187527477741
3692,https://www.banki.ru/services/responses/bank/response/12627594,False,Альфа-Банк,дебетовая карта,False,good,2,2,3,3,Балашиха (Москва и область),14.10.2025 14:18,"Решил оформить карту Альфа банка для использования по совету друга, друг отправил сыллку оформил. После я оформил карту и не пришли бонусы,написал в онлайн чат и обращение и как оказалось я оформил Карту с символом, хотя в условиях были сказано но я не прочитал 😥. А так спасибо операторам за то что разъяснили. ",5,POSITIVE,0.0394674390554428,0.9500482678413392,0.0104843219742178
3693,https://www.banki.ru/services/responses/bank/response/12627595,True,Альфа-Банк,дебетовая карта,False,good,3,2,3,2,Боровичи (Новгородская область),14.10.2025 14:18,"Я пригласил друга в Альфа-банк по своей ссылке, где условия были: я получал 1000 рублей, а приглашённый — 500 рублей и выгодную карту Недавно я решил воспользоваться акцией Альфа-банка и пригласил своего друга по реферальной ссылке. Условия были очень привлекательными: за приглашение я получал 1000 рублей, а мой друг — 500 рублей и возможность оформить выгодную карту. Это действительно отличный способ получить бонусы и помочь другу одновременно!  Когда мой друг зарегистрировался и активировал свою карту, я сразу увидел, как начислили мои 1000 рублей. Это было приятно и приятно удивило, что всё прошло так гладко.  Однако, как часто бывает, у меня возникли некоторые вопросы по поводу условий акции и работы карты. Я обратился в чат-бот Альфа-банка, и тут началось настоящее волшебство! Служба поддержки ответила очень быстро и предоставила всю необходимую информацию. Они были вежливыми и профессиональными, что сделало общение ещё более приятным.  Сервис Альфа-банка действительно на высшем уровне! Я остался доволен не только бонусами, но и качеством обслуживания. Рекомендую всем воспользоваться этой акцией — это отличная возможность получить дополнительные деньги и познакомить своих друзей с выгодными предложениями банка! ",4,POSITIVE,0.0150357708334922,0.9813764691352844,0.0035876531619578
3694,https://www.banki.ru/services/responses/bank/response/12627596,False,Альфа-Банк,все продукты,False,good,3,3,3,3,Ростов-на-Дону (Ростовская область),14.10.2025 14:18,"12 октября 2025 года хотел поинтересоваться как приходит кэшбэк за акцию в кафе ""вкусно и точка"" бигфест, мне всё подробно объяснила девушка из поддержки Анастасия и что самое главное вежливо ответила, что нужно подождать, для меня это важно что всё объясняют подробно и пишут точные даты и где я могу это посмотреть, т.к. у приложения много функций и легко потеряться, за это огромное спасибо поддержке Альфа банка!  ",5,POSITIVE,0.0150239784270524,0.981391191482544,0.0035848000552505
3695,https://www.banki.ru/services/responses/bank/response/12627597,False,Альфа-Банк,ипотека,False,good,3,3,3,3,Абабково,14.10.2025 14:18,"Оформлял ипотеку в Альфа-Банке на вторичное жилье. Остался очень доволен! Менеджер проконсультировал по всем вопросам, подготовил список документов. Одобрили достаточно быстро, учитывая мою ситуацию. Самая приятная часть — это работа менеджера по сопровождению сделки: все было организовано четко, без задержек. Рекомендую за скорость и человеческое отношение. ",5,POSITIVE,0.0150144146755337,0.9814032316207886,0.0035823644138872
3696,https://www.banki.ru/services/responses/bank/response/12627598,True,Банк Ozon,все продукты,False,good,3,3,3,3,Казань (Республика Татарстан),14.10.2025 14:18,"Был вопрос по накопительному счёту: не разобрался, как работает повышенная ставка. 7 октября написал в чат, бот пригласил оператора в чат. Оператор(Арина) тут же сообщил, что уже работает над вопросом, а уже через 5 минут дал исчерпывающий и точный ответ. Считаю, что поддержка Озон банка работает оперативно и полезно.

Собственно, открыть этот счёт помогла девушка в пункте выдачи Озон. По моей просьбе она связалась с Озон банком и помогла открыть мне первый накопительный счёт. Никаких проблем не было, всё получилось в тот же день. Домой пришёл, а счёт уже был. ",5,POSITIVE,0.0158987492322921,0.9802953600883484,0.0038059290964156
3698,https://www.banki.ru/services/responses/bank/response/12627600,True,МТС Банк,дебетовая карта,False,good,1,2,1,1,Москва,14.10.2025 14:18,"Оставил заявку на вклад через banki.ru в МТС Банке. Пришла СМС с кодом — всё выглядело нормально. Заказал карту, ввёл код, ждал курьера. Карта так и не пришла: только СМС, что её доставят. Пришлось идти в салон связи. Там выяснилось, что не во всех салонах МТС можно получить банковскую карту, а закрыть счёт или вклад можно ещё в меньшем количестве точек. При этом большинство таких офисов работают только до 20:30, и после работы туда просто не успеть.  В салоне мне рассказали, что у МТС Банка вообще нет собственной курьерской службы — доставку карт отдают на аутсорс, и, по словам сотрудника, один раз курьер буквально кинул конверт с картой в клиента при доставке. После этого не удивительно, что карты многим просто не доходят.  Нашёл подходящий офис, карту всё же выдали, но почему-то МТС Деньги, а не МТС Банка. Уже тогда стало ясно, что у них путаница даже между собственными продуктами.  Дальше начался настоящий квест. Нужно было открыть вклад по промокоду, который действовал ограниченное время. Сайтов у них два — МТС Банк и МТС Деньги, и оба работают с ошибками. Промокод не принимался, сайт постоянно выдавал сбои. Приложения для iPhone нет, а без него ничего не сделать. Пришлось установить эмулятор Android, чтобы хоть как-то зайти в приложение. Там всё наконец заработало, но выяснилось, что это два разных банка с разными системами, и между ними тяжело переводить деньги.  При переводе появилась ошибка, при попытке закрыть лишний счёт — тоже. После этого мой счёт заблокировали без объяснений. Позвонили, задали непонятные вопросы, сказали «ожидайте решения». На счету лежал миллион рублей, и я не мог им пользоваться. Прошло 2–3 дня — никто не перезвонил. Пришлось самому дозваниваться. Ответили, что «разблокируют через 24 часа», но этого не произошло. Только после моего обращения с предупреждением о жалобе в ЦБ и Роспотребнадзор счёт разблокировали практически сразу.  После этого я сразу закрыл вклад и вывел все деньги. Опыт с МТС Банком — худший из всех: неработающие сайты, отсутствие iOS-приложения, путаница между двумя организациями и блокировка средств без обратной связи.  Итог: — два разных банка под брендом МТС, из-за чего всё запутано; — сайты и промокоды не работают; — нет приложения для iPhone; — ошибки при переводах и закрытии счетов; — не во всех салонах можно получить или закрыть карту, а время работы неудобное (до 20:30); — отсутствует собственная курьерская служба, доставка передана сторонним компаниям, случаются инциденты; — блокировка средств без объяснений. ",1,NEGATIVE,0.1807013303041458,0.0678606554865837,0.7514380216598511
3699,https://www.banki.ru/services/responses/bank/response/12627601,True,Уралсиб,кредитная карта,False,good,1,2,2,1,Череповец (Вологодская область),14.10.2025 14:19," Добрый день! Столкнулся с очень странной ситуацией.   На днях подавал заявку на рассрочку в одном из популярных магазинов электроники. По заявке получил отказ. Но суть не в этом.   Спустя несколько часов начались непонятные звонки с разных номеров, с которыми успешно справлялся ассистент. Но ближе к вечеру получил смс о том, что мне одобрена кредитная карта. Хотя ни на одну кредитку заявку я не подавал. Далее продолжились уже звонки судя по всему от курьера, у которого уже оказалась одобреная мне карта и он ко мне едет.

Также получил смс от efin что моя карта уже передана в доставку. Хотя я об этом никого не просил. Ссылка в смс о подробностях заяви оказалась нерабочая. При открытии была просто пустая страница. На следующий день при обращении в чат банка получил ответ, что якобы я сам оставил заявку на каком-то сайте, а на просьбу отменить заявку - поучил ответ что я должен связаться с курьером и сам все отменить.  Я конечно понимаю, что можно что-то предварительно одобрить или продать как доп продукт если бы я заказывал дебетовую карту. Но это уже просто какой-то абсурд. Жаль нельзя поставить 0 банку. Видимо на столько все плохо что скоро как один небезызвестный банк раньше, будут кидать кредитки по почтовым ящикам.  К слову внятного ответа о том, откуда всё-таки взялась заявка я так и не получил ",1,NEGATIVE,0.1807026267051696,0.0678616985678672,0.7514356970787048
3702,https://www.banki.ru/services/responses/bank/response/12627604,True,Т-Банк,дебетовая карта,False,good,3,3,3,3,Ставрополь (Ставропольский край),14.10.2025 14:20,"Здравствуйте, хочу поделиться и похвалить сотрудницу т-банка. Обратиласть 13.10.2025 г. на службу поддержки Т-банка по поводу начисления кэшбэка, мне его начислили несовсем верно ( я не совсем разобралась с условиями акции и недовыполнила их, очень расстроилась). Для решения моего вопроса подключилась сотрудница Светлана, но она кроме утешающих фраз, которые идут как шаблонные, ничем не помогла.

Далее ко мне была подключена сотруница Екатерина, которая вошла в положение и быстро решила мой вопрос, она у вас умница! А вообще сотрудники вежливые и многие помогают быстро , понимают с полуслова. ",5,POSITIVE,0.0305632315576076,0.9613081812858582,0.0081285806372761
3703,https://www.banki.ru/services/responses/bank/response/12627605,True,Совкомбанк,все продукты,False,good,3,3,3,3,Усть-Илимск (Иркутская область),14.10.2025 14:21,"14 октября вечером, через онлайн чат в приложении Совкомбанк, обратился с вопросом об изменении паспортных данных. Сотрудница банка Диана, помогла сделать правильные фото и быстро изменила все данные. Большое спасибо ей и Совковбанку за быстрый сервис и сэкономленное время. Скриншоты нашей переписки предоставляю. ",5,POSITIVE,0.0696964338421821,0.9145116806030272,0.015791829675436
3704,https://www.banki.ru/services/responses/bank/response/12627606,False,Альфа-Банк,дебетовая карта,False,good,3,3,3,3,Уфа,14.10.2025 14:21,"Возникла у меня на днях проблема со входом в мобильное приложение Альфа-Банка. Поскольку самостоятельно решить вопрос не удалось, я зашёл в ближайшее отделение. Пришлось немного подождать своей очереди, но это было недолго.

Сотрудница, которая меня принимала, общалась очень вежливо и внимательно. Она доходчиво и понятно объяснила, в чём была причина неполадки. Буквально через несколько минут проблему устранили, и теперь всё работает просто отлично.

Самому в отделении было комфортно: приятная атмосфера, удобные мягкие кресла в зоне ожидания и чувствуется, что ремонт делали недавно — всё выглядит современно и стильно.Возникла у меня на днях проблема со входом в мобильное приложение Альфа-Банка. Поскольку самостоятельно решить вопрос не удалось, я зашёл в ближайшее отделение. Пришлось немного подождать своей очереди, но это было недолго.

Сотрудница, которая меня принимала, общалась очень вежливо и внимательно. Она доходчиво и понятно объяснила, в чём была причина неполадки. Буквально через несколько минут проблему устранили, и теперь всё работает просто отлично.

Самому в отделении было комфортно: приятная атмосфера, удобные мягкие кресла в зоне ожидания и чувствуется, что ремонт делали недавно — всё выглядит современно и стильно.Возникла у меня на днях проблема со входом в мобильное приложение Альфа-Банка. Поскольку самостоятельно решить вопрос не удалось, я зашёл в ближайшее отделение. Пришлось немного подождать своей очереди, но это было недолго.

Сотрудница, которая меня принимала, общалась очень вежливо и внимательно. Она доходчиво и понятно объяснила, в чём была причина неполадки. Буквально через несколько минут проблему устранили, и теперь всё работает просто отлично.

Самому в отделении было комфортно: приятная атмосфера, удобные мягкие кресла в зоне ожидания и чувствуется, что ремонт делали недавно — всё выглядит современно и стильно.Конечно, вот слегка расширенная и более описательная версия текста:Возникла у меня на днях проблема со входом в мобильное приложение Альфа-Банка. Поскольку самостоятельно решить вопрос не удалось, я зашёл в ближайшее отделение. Пришлось немного подождать своей очереди, но это было недолго. Возникла у меня на днях проблема со входом в мобильное прило  и внимательно. Она доходчиво и понятно объяснила, в чём была причина неполадки. Буквально через несколько минут проблему устранили, и теперь всё работает просто отлично.Сотрудница, которая меня принимала, общалась очень вежливо и внимательно. Она доходчиво и понятно объяснила, в чём была причина неполадки. Буквально через несколько минут проблему устранили, и теперь всё работает просто отлично.  Возникла у меня на днях проблема со входом в мобильное приложение Альфа-Банка. Поскольку самостоятельно решить вопрос не удалось, я зашёл в ближайшее отделение. Пришлось немного подождать своей очереди, но это было недолго.

Сотрудница, которая меня принимала, общалась очень вежливо и внимательно. Она доходчиво и понятно объяснила, в чём была причина неполадки. Буквально через несколько минут проблему устранили, и теперь всё работает просто отлично.

Самому в отделении было комфортно: приятная атмосфера, удобные мягкие кресла в зоне ожидания и чувствуется, что ремонт делали недавно — всё выглядит современно и стильно ",5,POSITIVE,0.0150690330192446,0.981334924697876,0.0035959500819444
3705,https://www.banki.ru/services/responses/bank/response/12627607,True,Сбербанк,ипотека,False,good,1,3,2,1,Уфа (Республика Башкортостан),14.10.2025 14:21,"Добрый день. Сбербанк очень много рекламирует свод Дом.клик, мол можно не выходя из дома совершать сделки. Однако прежде чем запускать свою рекламу надо бы разработчикам подготовиться получше. Меня уговорили совершить сделку черз ДЛМ клик как бы я не хотела связываться с вашим ""обнаглевшим"" банком, и все таки к=убедил застройщик что нужно через домклик.  Ну ладно проблем с открытием лчного кабинета не было, не считаю того что в уыедомлениях меня просили разложить скрины документов по папкам, потом вроде бы сами справились ладно. Сегодня с утра началась эпопея с госключом, я в банке час оформляла этот госключ, то технические проблемы то еще что. Теперь вечером мне звонит застройщик и говорит откройте эскроу счет по ссылке я вам направила, ну и что в итоге под ее руководством мы не смогли, под руководством специалистов по горяей линии тоже. Выясняется что через компьютер нельзя через браузерную строку, через телефон через браузер тоже, через мобильное приложение через поисковик тоже. В итоге мне опять рекомендация сходить в отделение, ну инафига мне такая ""дистанционка""? а то по телефону говорили мне ""все пройдет без проблем, вы будете пить кофе смотреть фильм, а мы будем проводить сделку, а что вместо этого беготня по отделениям. И это я еще пыталась пройти без очереди как супруга погибшего на сво, на то мне в отеделении сказали ""возьмите талон народу же немного"" и потом перенаправляли меня раз 5 от одного спеца к другому. РЕбята ну серьезно, 21 век. А на прошлой неделе я так же мучалась час чтоб открыть ""самозанятость"" у вас и в итоге плюнула открыла за 2 минуты в стороннем банке. ну уж проработайте вопрос, удаленно так удаленно. ",1,NEGATIVE,0.1806935518980026,0.067854143679142,0.7514523267745972
3706,https://www.banki.ru/services/responses/bank/response/12627608,False,ВТБ,кредитная карта,False,good,3,3,3,3,Магнитогорск (Челябинская область),14.10.2025 14:21,"Хочу выразить огромную благодпрность оператору чата Владиславу (70**87) за участие, внимание и оказанную помощь в решении проблемы с лимитом по кредитной карте. Его ответ и помощь были настолько быстрыми, что я приятно поражена. Спасибо, спасибо, спасибо. Владислав - отличный работник и думаю, что хороший человек.  ",5,POSITIVE,0.0150204850360751,0.9813955426216124,0.0035839083138853
3707,https://www.banki.ru/services/responses/bank/response/12627609,False,Альфа-Банк,все продукты,False,good,3,3,3,3,Йошкар-Ола,14.10.2025 14:21,"Пользуюсь картой только 2 недели, но уже могу сказать что пользоваться ей одно удовольствие. Хорошие категории кэшбека и отличные предложения и это только малая часть. Приложение удобное в использовании каждый может с ним разобраться, поддержка работает замечательно всегда быстро поможет с проблемой. Вообщем всё просто замечательно. ",5,POSITIVE,0.0150620872154831,0.9813437461853028,0.0035941845271736
3708,https://www.banki.ru/services/responses/bank/response/12627610,False,Банк ЗЕНИТ,дебетовая карта,False,good,3,3,3,3,Набережные Челны,14.10.2025 14:22,"Добрый день!был Челнах по проспекту сююмбике 26.приобрел карту клуб чемпион .сотрудники вежливые Ильяс и Лилия и быстро обслужили ,дали брошюру,всё рассказали про нее я был доволен.буду всегда советовать банк зенит!!!самый плюс что на заправках повышенный кешбек .очень крутая карта.Всем не советую на работе. ",5,POSITIVE,0.015046919696033,0.9813625812530518,0.003590463893488
3709,https://www.banki.ru/services/responses/bank/response/12627611,False,Банк Русский,вклады,False,good,3,3,3,3,Калуга (Калужская область),14.10.2025 14:22,"Добрый день! Была сегодня в отделении банка , приходила за оформлением вклада, со мной работал финансовый менеджер К-на Анастасия. Сотрудник помогла мне в установке приложения, с оформлением вклада через мобильное приложение, так же оформили дебетовую карту. Сотрудник рассказала все параметры карты, помогла разобраться в приложение , очень компетентный сотрудник. Рекомендую банк всем! ",5,POSITIVE,0.0184313673526048,0.977092742919922,0.0044759227894246
3710,https://www.banki.ru/services/responses/bank/response/12627612,True,Сбербанк,все продукты,False,good,1,1,1,1,Навашино (Нижегородская область),14.10.2025 14:23,"Мной был заключен с ПАО «Сбербанк России» кредитный договор  №04*/***2/21599-1985 от 22.10.2018. как с ИП Х-ой А.В. С декабря 2024г.  деньги со ссудного счета перестали списываться автоматически в дату платежа  (22 числа ежемесячно), причем я вношу своевременно. Платежи корректировались задним числом.  01.10.2025г я направила на эл.почту сбербанка dosroc@sberbank.ru заявление  на полное досрочное погашение кредита по сроку 06.10.2025г, заявление не было рассмотрено. 06.10.2025г я повторно направила на эл.почту сбербанка dosroc@sberbank.ru  заявление на полное досрочное погашение кредита по сроку 08.10.2025г, заявление было одобрено по сроку погашения 08.10.2025. с указанием суммы погашения. 07.10.2025 я внесла сумму, указанную в заявлении на ссудный счет в полном обьеме. 08.10.2025г кредит не был закрыт, денежные средства висят на переплате. Неоднократные звонки 08.10.2025, 09.10.2025г и обращения на номер 900 и 0321 с просьбой разобраться почему не закрыт мой кредит отвечаю, все в работе , ждите,вопрос будет решен. Кредитный договор не закрыт на сегодняшнюю дату 14.10.2025   ",1,NEGATIVE,0.1806895583868026,0.0678536817431449,0.7514567375183105
3711,https://www.banki.ru/services/responses/bank/response/12627613,True,Вайлдберриз Банк,все продукты,False,good,0,0,0,0,Москва,14.10.2025 14:23,"Заблокировали карту wb, на балансе 10450 руб , просто не с чего взяли заблокировали сразу написал в чат подержку, но мне ответили (Здравствуйте!  Направили информацию на проверку, просим вас ожидать.) и все больше никто не чего не объясняет, сегодня пишу с самого утра, бесполезно, полный игнор, не чего не обьясняют и при этом ужерживают денежные средства, пытался звонить по номеру телефону на Wb, тоже бесполезно... ",1,NEGATIVE,0.1806999593973159,0.0678569078445434,0.7514431476593018
3712,https://www.banki.ru/services/responses/bank/response/12627614,False,Камкомбанк,все продукты,False,good,3,3,3,3,Санкт-Петербург,14.10.2025 14:23,"Обращалась 14.10.2025 , в 13.25 в отделение в Санкт-Петербурге, по адресу Науки, 18 

Обслуживание супер, очень вежливая кассовый работник Б-ва Т.А, ответила на все вопросы и предложила разные варианты номиналов банкнот, самое главное что нет очередей, также самый выгодный в городе курс, даже с учетом комиссии, в отделении чисто и уютно, новые доллары в наличии, однозначно рекомендую Камкомбанк для обмена валюты  ",5,POSITIVE,0.0151739344000816,0.981204092502594,0.0036218822933733
3713,https://www.banki.ru/services/responses/bank/response/12627615,False,Банк «Санкт-Петербург»,все продукты,False,good,3,3,3,3,Санкт-Петербург,14.10.2025 14:23,"14.10.2025 я посетила офис банка Санкт - Петербург. Мне нужно было установить мобильное приложение банка и помочь в нем зарегистрироваться. Администатор Арина Г-на помогла мне установить приложение через гэлэкси стор, скинула логин и пароль для входв в приложение и помогла войти в него. Спасибо большое. Обслуживание быстрое. ",5,POSITIVE,0.0842600390315055,0.8976982831954956,0.0180417336523532
3714,https://www.banki.ru/services/responses/bank/response/12627616,True,Кредит Европа,все продукты,False,good,3,3,3,3,Москва,14.10.2025 14:24,"Сегодня 14.10. я снова обратилась в отделение Бабушкинское на Менжинского 23к1, мне понадобилась справка об остатке на текущем счете. Очереди почти не было, меня сразу вызвал главный специалист Анна С-на, Анна уточнила, что можно заказать справку в приложении, но у меня был заблокирован доступ и я не могла туда зайти. Специалист помог по номеру карты восстановить доступ, показала как заказывать справки и выписки, а так же распечатала нужную мне выписку в отделении и все это за 10 минут!

Я очень давно обслуживаюсь именно в этом офисе, мне очень нравится то, что здесь редко бывают очереди , быстрое обслуживание , специалисты, которые всегда помогут и ответят на все вопросы. Спасибо за отличное обслуживание ! ",5,POSITIVE,0.0150589942932128,0.981347680091858,0.0035933759063482
3715,https://www.banki.ru/services/responses/bank/response/12627617,True,Т-Банк,кредитная карта,False,good,3,3,3,3,Челябинск (Челябинская область),14.10.2025 14:24,"Списали оплату за Страхование кредитной карты, написала в службу поддержки, оператор Николай (37**2) очень оперативно ответил на мой вопрос и помог вернуть деньги и отключить услугу, так как она для меня на данный момент не актуальна. Вообще, сотрудники Т-банка всегда оперативно отвечают в чате поддержки и помогают решить возникшие вопросы. За это отдельное спасибо банку! ",5,POSITIVE,0.0284737665206193,0.9639710187911988,0.0075551834888756
3717,https://www.banki.ru/services/responses/bank/response/12627619,False,Совкомбанк,дебетовая карта,False,good,3,3,3,3,Саратов,14.10.2025 14:25,"Добрый день!Сожалею,что у Вас сложилась подобная ситуация.Хочу поделиться своим опытом пользования данной подпиской.Условия прозрачны,отключить можно всегда,для меня достаточно выгодная,стоимость умеренная,дает неплохой кэшбэк.Рекомендую!При возникновении вопросов ответят в онлайн чате быстро и подробно! ",5,POSITIVE,0.0160123221576213,0.9801523089408876,0.003835359821096
